epoch,train_cls_loss,train_transfer_loss,train_adv_loss,train_total_loss,test_loss,test_acc,FAR,FDR,lr
1,0.9063982859253883,0.5089953780174256,0.0,0.9065255340188741,0.6131688295372456,0.7434949961508853,0.007402837754472548,0.9981534673779237,0.0009984740801978985
2,0.5289234083145857,0.2361806094646454,0.0,0.5290414970368147,-1.0,-1.0,-1.0,-1.0,0.0009939057285945933
3,0.5032546151429415,0.2515811204910278,0.0,0.5034433007240295,-1.0,-1.0,-1.0,-1.0,0.00098632311059685
4,0.47855036742985246,0.20229511260986327,0.0,0.47875266447663306,-1.0,-1.0,-1.0,-1.0,0.0009757729755661011
5,0.48104201816022396,0.22036362886428834,0.0,0.4813174732029438,0.5587238914788549,0.6911470361816782,0.008019740900678593,0.9997948297086582,0.000962320368593087
6,0.463451524451375,0.19029701352119446,0.0,0.4637369688600302,-1.0,-1.0,-1.0,-1.0,0.0009460482294732421
7,0.46288529187440874,0.19085749983787537,0.0,0.4632192920893431,-1.0,-1.0,-1.0,-1.0,0.0009270568813552756
8,0.4302734684199095,0.21575241684913635,0.0,0.4307049740105867,-1.0,-1.0,-1.0,-1.0,0.000905463412215599
9,0.45598987080156805,0.28394166827201844,0.0,0.45662873685359956,-1.0,-1.0,-1.0,-1.0,0.0008814009529720154
10,0.48181072883307935,0.22771431207656861,0.0,0.4823800139129162,0.4467397301677927,0.8628175519630485,0.008019740900678593,0.9997948297086582,0.000855017856687341
11,0.4256246369332075,0.1946578025817871,0.0,0.4261599466204643,-1.0,-1.0,-1.0,-1.0,0.000826476783923441
12,0.4015274703502655,0.1872844398021698,0.0,0.4020893223583698,-1.0,-1.0,-1.0,-1.0,0.0007959536998847741
13,0.388357949629426,0.2144300103187561,0.0,0.3890548452734947,-1.0,-1.0,-1.0,-1.0,0.0007636367895343945
14,0.40392248798161745,0.19302043318748474,0.0,0.4045980587601662,-1.0,-1.0,-1.0,-1.0,0.0007297252973710755
15,0.3798496058210731,0.18164151310920715,0.0,0.38053076174110173,0.4001066934888045,0.815242494226328,0.008019740900678593,0.9991793188346327,0.0006944282990207194
16,0.4340775653719902,0.17930470705032348,0.0,0.434794787876308,-1.0,-1.0,-1.0,-1.0,0.0006579634122155989
17,0.45063626393675804,0.20213974714279176,0.0,0.4514953577890992,-1.0,-1.0,-1.0,-1.0,0.0006205554551086731
18,0.4108557667583227,0.1931963860988617,0.0,0.41172515191137793,-1.0,-1.0,-1.0,-1.0,0.0005824350601949142
19,0.3986652851104736,0.16112785339355468,0.0,0.3994306417182088,-1.0,-1.0,-1.0,-1.0,0.0005438372523852832
20,0.3970570722594857,0.17977436184883117,0.0,0.3979559440165758,0.3730192478846549,0.8695919938414165,0.008019740900678593,0.9993844891259746,0.0005049999999999999
21,0.4009219385683537,0.16644163727760314,0.0,0.4017541455104947,-1.0,-1.0,-1.0,-1.0,0.0004661627476147167
22,0.41102204509079454,0.21584850549697876,0.0,0.4121012885123491,-1.0,-1.0,-1.0,-1.0,0.00042756493980508576
23,0.3874357286840677,0.18038638830184936,0.0,0.388337660767138,-1.0,-1.0,-1.0,-1.0,0.0003894445448913268
24,0.41184260696172714,0.20055270195007324,0.0,0.41284537222236395,-1.0,-1.0,-1.0,-1.0,0.000352036587784401
25,0.3586718523874879,0.2102800726890564,0.0,0.3597232526168227,0.3929657275305976,0.8494226327944573,0.008019740900678593,0.9997948297086582,0.0003155717009792805
26,0.34259275514632465,0.16357914209365845,0.0,0.3434106517583132,-1.0,-1.0,-1.0,-1.0,0.00028027470262892423
27,0.39795889277011154,0.16795984506607056,0.0,0.3987986924126744,-1.0,-1.0,-1.0,-1.0,0.0002463632104656052
28,0.3839103842154145,0.17722620964050292,0.0,0.38479651547968385,-1.0,-1.0,-1.0,-1.0,0.00021404630011522574
29,0.37053029648959634,0.14459435343742372,0.0,0.3712532680481672,-1.0,-1.0,-1.0,-1.0,0.00018352321607655907
30,0.37373006734997033,0.18562435507774352,0.0,0.37465818859636785,0.4092093530896079,0.8489607390300231,0.008019740900678593,0.9997948297086582,0.00015498214331265893
31,0.3671506879851222,0.17026134133338927,0.0,0.36800199598073957,-1.0,-1.0,-1.0,-1.0,0.00012859904702798464
32,0.3590654904022813,0.1627120316028595,0.0,0.3598790505900979,-1.0,-1.0,-1.0,-1.0,0.00010453658778440102
33,0.3073366632685065,0.1392071783542633,0.0,0.3080326994881034,-1.0,-1.0,-1.0,-1.0,8.294311864472433e-05
34,0.316093392111361,0.14767006039619446,0.0,0.3168317422270775,-1.0,-1.0,-1.0,-1.0,6.395177052675792e-05
35,0.3784982096403837,0.1681284248828888,0.0,0.37933885101228954,0.45931512400955304,0.8096997690531178,0.008019740900678593,0.9997948297086582,4.7679631406913044e-05
36,0.32173837181180714,0.1639306664466858,0.0,0.3225580248981714,-1.0,-1.0,-1.0,-1.0,3.422702443389899e-05
37,0.30921827014535663,0.1356305181980133,0.0,0.3098964223638177,-1.0,-1.0,-1.0,-1.0,2.3676889403150102e-05
38,0.32361387461423874,0.13288404941558837,0.0,0.3242782950401306,-1.0,-1.0,-1.0,-1.0,1.609427140540686e-05
39,0.31858173087239267,0.16622586846351622,0.0,0.31941286101937294,-1.0,-1.0,-1.0,-1.0,1.1525919802101659e-05
40,0.3122954411432147,0.13808926939964294,0.0,0.31298588644713166,0.3614193283015714,0.8555812163202463,0.008019740900678593,0.9997948297086582,1e-05
